Rodada,Data,Time da Casa,Placar,Time Visitante
1,20/05/11,Goiás,1-0,Grêmio Barueri
1,20/05/11,Salgueiro,1-1,São Caetano
1,20/05/11,Bragantino,1-1,ABC
1,21/05/11,Sport Recife,1-0,Icasa
1,21/05/11,Guaratinguetá,1-1,Duque de Caxias
1,21/05/11,EC Vitória,1-0,Vila Nova
1,21/05/11,Ponte Preta,5-0,ASA
1,21/05/11,Criciúma,2-2,Guarani
1,21/05/11,Portuguesa,4-0,Náutico
1,21/05/11,Boa,1-2,Paraná
2,24/05/11,Paraná,1-1,Portuguesa
2,24/05/11,ASA,2-1,Guaratinguetá
2,27/05/11,São Caetano,0-2,Boa
2,27/05/11,Vila Nova,3-1,Ponte Preta
2,27/05/11,Grêmio Barueri,3-2,Bragantino
2,28/05/11,Duque de Caxias,1-2,Criciúma
2,28/05/11,Náutico,1-0,Goiás
2,28/05/11,Icasa,3-1,EC Vitória
2,28/05/11,Guarani,1-1,Sport Recife
2,28/05/11,ABC,1-1,Salgueiro
3,31/05/11,Goiás,4-1,ASA
3,31/05/11,Sport Recife,1-0,Grêmio Barueri
3,03/06/11,Portuguesa,2-3,ABC
3,03/06/11,EC Vitória,0-1,Guarani
3,03/06/11,Bragantino,1-2,São Caetano
3,04/06/11,Guaratinguetá,1-0,Paraná
3,04/06/11,Criciúma,0-0,Náutico
3,04/06/11,Salgueiro,2-0,Duque de Caxias
3,04/06/11,Ponte Preta,4-1,Icasa
3,04/06/11,Boa,0-0,Vila Nova
4,07/06/11,ABC,2-0,Goiás
4,08/06/11,São Caetano,1-1,Ponte Preta
4,10/06/11,Guarani,2-0,Boa
4,10/06/11,Paraná,1-0,Salgueiro
4,10/06/11,Duque de Caxias,2-3,EC Vitória
4,11/06/11,Vila Nova,2-0,Criciúma
4,11/06/11,Grêmio Barueri,1-1,Portuguesa
4,11/06/11,Náutico,2-2,Bragantino
4,11/06/11,ASA,1-1,Sport Recife
4,11/06/11,Icasa,2-2,Guaratinguetá
5,14/06/11,Portuguesa,3-2,Guarani
5,14/06/11,Boa,1-0,Icasa
5,14/06/11,Salgueiro,0-2,Náutico
5,14/06/11,Ponte Preta,2-0,Grêmio Barueri
5,14/06/11,Goiás,0-3,Paraná
